item_id,item_name,item_category,item_price
898,Product_898,Toys,448.69
899,Product_899,Clothing,11.44
900,Product_900,Electronics,47.33
901,Product_901,Sports,107.9
902,Product_902,Clothing,18.13
903,Product_903,Sports,94.81
904,Product_904,Home & Kitchen,293.61
905,Product_905,Sports,213.61
906,Product_906,Electronics,446.87
907,Product_907,Books,409.63
908,Product_908,Home & Kitchen,174.2
909,Product_909,Toys,133.41
910,Product_910,Clothing,192.95
911,Product_911,Electronics,297.2
912,Product_912,Home & Kitchen,137.69
913,Product_913,Home & Kitchen,313.95
914,Product_914,Electronics,207.66
915,Product_915,Toys,278.26
916,Product_916,Toys,220.88
917,Product_917,Books,150.76
918,Product_918,Health,474.48
919,Product_919,Sports,382.98
920,Product_920,Toys,74.36
921,Product_921,Books,434.89
922,Product_922,Sports,246.28
923,Product_923,Home & Kitchen,447.8
924,Product_924,Electronics,400.93
925,Product_925,Toys,215.48
926,Product_926,Books,16.12
927,Product_927,Home & Kitchen,138.0
928,Product_928,Toys,273.11
929,Product_929,Clothing,318.57
930,Product_930,Health,132.65
931,Product_931,Home & Kitchen,73.98
932,Product_932,Toys,418.29
933,Product_933,Home & Kitchen,492.28
934,Product_934,Electronics,265.22
935,Product_935,Electronics,89.98
936,Product_936,Health,139.79
937,Product_937,Electronics,14.1
938,Product_938,Sports,457.58
939,Product_939,Clothing,63.29
940,Product_940,Electronics,290.38
941,Product_941,Clothing,140.66
942,Product_942,Electronics,279.32
943,Product_943,Sports,327.45
944,Product_944,Home & Kitchen,415.72
945,Product_945,Toys,107.18
946,Product_946,Toys,10.44
947,Product_947,Electronics,72.76
948,Product_948,Toys,450.51
949,Product_949,Electronics,437.58
950,Product_950,Electronics,300.72
951,Product_951,Health,302.26
952,Product_952,Books,334.19
953,Product_953,Books,91.81
954,Product_954,Health,457.63
955,Product_955,Books,212.29
956,Product_956,Clothing,194.65
957,Product_957,Books,261.86
958,Product_958,Electronics,28.25
959,Product_959,Sports,87.31
960,Product_960,Sports,370.33
961,Product_961,Home & Kitchen,45.99
962,Product_962,Books,303.56
963,Product_963,Sports,126.45
964,Product_964,Books,197.7
965,Product_965,Home & Kitchen,147.9
966,Product_966,Sports,181.06
967,Product_967,Electronics,360.93
968,Product_968,Clothing,152.08
969,Product_969,Health,285.37
970,Product_970,Health,240.64
971,Product_971,Health,333.52
972,Product_972,Books,468.73
973,Product_973,Sports,367.62
974,Product_974,Sports,111.4
975,Product_975,Home & Kitchen,20.44
976,Product_976,Electronics,134.82
977,Product_977,Toys,299.56
978,Product_978,Sports,30.46
979,Product_979,Clothing,250.7
980,Product_980,Home & Kitchen,300.44
981,Product_981,Sports,170.45
982,Product_982,Sports,386.6
983,Product_983,Home & Kitchen,57.77
984,Product_984,Home & Kitchen,42.19
985,Product_985,Books,365.45
986,Product_986,Sports,250.27
987,Product_987,Toys,345.76
988,Product_988,Clothing,220.24
989,Product_989,Electronics,126.97
990,Product_990,Electronics,410.46
991,Product_991,Toys,400.71
992,Product_992,Home & Kitchen,348.87
993,Product_993,Home & Kitchen,139.71
994,Product_994,Home & Kitchen,297.16
995,Product_995,Sports,183.68
996,Product_996,Home & Kitchen,50.33
997,Product_997,Home & Kitchen,459.07
998,Product_998,Sports,72.73
999,Product_999,Sports,475.37
1000,Product_1000,Toys,225.77
